source_index,file,class,split,recording_id_proxy,file_sha256
752,MLII/4 AFIB/221m (10).mat,4 AFIB,training,221,16dedc48a0d895f2089ba2955a88bfbd436f3bfbedbdbdfa96ae1bea1b3c0d24
753,MLII/4 AFIB/221m (11).mat,4 AFIB,training,221,66947c226369942169be668c115946df34e0040e8a5cec6408b821393dcdd2e0
754,MLII/4 AFIB/221m (12).mat,4 AFIB,training,221,dc5576f6d5211e992ba945e07b1efb75d5d979644e231b15aca5955cfb9c71ba
755,MLII/4 AFIB/221m (13).mat,4 AFIB,validation,221,564a061119e13b6045c07f263c1eb18a903ccb13b67047378fdc6896a7d2708f
756,MLII/4 AFIB/221m (14).mat,4 AFIB,validation,221,391a42ae1bda68e362a9f97439040b583531c6ad5e66235cdd05dd287cf347dc
757,MLII/4 AFIB/221m (2).mat,4 AFIB,training,221,448a034d2354e135d7ef3846c71b3a93ce902bc12cfbd936caa5bb0afb9bdc93
758,MLII/4 AFIB/221m (3).mat,4 AFIB,validation,221,8497b3889be94756e3aca05f7578732ce69e94e004ad4c8cfe6dbb4b4abe2ae4
759,MLII/4 AFIB/221m (4).mat,4 AFIB,training,221,bff2b5a07fbdf30be4ab3547fce4e4069288be9015b73dc06fc39534870b54d1
760,MLII/4 AFIB/221m (5).mat,4 AFIB,validation,221,eef95f2691ed8738fb149465e888379ff6a1dc8d91c8a4d3e2c8b2ba9320c665
761,MLII/4 AFIB/221m (6).mat,4 AFIB,validation,221,b2f2779166a4328fe2015f42a90102ca91caa0b0f0908529baeac1002f6dc59d
762,MLII/4 AFIB/221m (7).mat,4 AFIB,training,221,3c92b4fc3860bb9116d6ac8ac880c3fb311d1e0f182bb068c9f8cbc5753e2a17
763,MLII/4 AFIB/221m (8).mat,4 AFIB,training,221,c117ed2d1db18b55efdedb0345db5cb0737a03d3dcf601c59fae7db9b8d39e56
764,MLII/4 AFIB/221m (9).mat,4 AFIB,training,221,d95c1afb5ceb7c86f0c0e374dee4c19073499486d5405b010fad37babeff4084
765,MLII/5 SVTA/207m (0).mat,5 SVTA,training,207,0cde1db85bc2425b32ed0d32d06a21cfee025ac0f6445115158fe20bb5b8daf3
766,MLII/5 SVTA/209m (0).mat,5 SVTA,training,209,ba5a1f657c7d9ea26431ffb7bc8ad34e851d48c51e7531a15143f4c42b84f64c
767,MLII/5 SVTA/209m (1).mat,5 SVTA,training,209,ba9c59edebd7e62354792fbfb6c6558d4df232295bae348cae8c235e328dd2f1
768,MLII/5 SVTA/209m (2).mat,5 SVTA,training,209,8a1e1883d351f8d36cbd6577413ee7ceb73392c453aaac6bf1e169881e114963
769,MLII/5 SVTA/209m (3).mat,5 SVTA,training,209,0dd0d55df6d3feb4ec172bb21a10f0f6605b12670a259d8f71d1ce4733b63868
770,MLII/5 SVTA/209m (4).mat,5 SVTA,training,209,2d9fa130927bb08c101442a839d74064f00de96c0f8adf74d41ceea1f8294a54
771,MLII/5 SVTA/209m (5).mat,5 SVTA,validation,209,2832d1e917beb1ab569d0aa5c090f53b2657babcbc9b1e009d6b79b5679ae3f3
772,MLII/5 SVTA/220m (0).mat,5 SVTA,validation,220,2f667437b800c559f60e17d2d58f37640747774bb666af5ccd1527e023fb7526
773,MLII/5 SVTA/220m (1).mat,5 SVTA,training,220,c16f7507c03f4342073e633e7de7301d73cd6df00aaf8fedb6cfad881c7be131
774,MLII/5 SVTA/234m (0).mat,5 SVTA,validation,234,1f1c21898aab8a9dc003503af5a05375925b409abec5a8f5a747059c27b2cba0
775,MLII/5 SVTA/234m (1).mat,5 SVTA,training,234,be60dfbf4bc3adc189041c15e25b949e4e7c43df2ca6eb5919d1d3b3dd0127b6
776,MLII/5 SVTA/234m (2).mat,5 SVTA,training,234,9b9360f70f528d67ed62edec0631b94d90bc0517839a17e67be10bf992b2cc3b
777,MLII/5 SVTA/234m (3).mat,5 SVTA,training,234,d3859e8d029168a3cbbd877a790b1a33b0d6790fd42e1e05ae35a5d4e10a2a46
778,MLII/6 WPW/230m (0).mat,6 WPW,training,230,dc8e298b32ac6550234a56821fe4ed092a1f180063afc80154d95a26782762fa
779,MLII/6 WPW/230m (1).mat,6 WPW,training,230,7f333603a624e03e4f261f08fe7127afaaf6ba726f89c5e09d258b3e5c0674cf
780,MLII/6 WPW/230m (10).mat,6 WPW,training,230,9091d0fec3761bddc3210ca481d26a12ebd0a71108a4ae11f6faf1c00e553fad
781,MLII/6 WPW/230m (11).mat,6 WPW,training,230,885259680a1d35c3782ec982e97e9017991f511190329bdc346a274dbcedfa3c
782,MLII/6 WPW/230m (12).mat,6 WPW,validation,230,75fe4a0b417e1b6cadcab803746bca6facadd7ef4377dd1bcec540a57cc6f8d4
783,MLII/6 WPW/230m (13).mat,6 WPW,training,230,e6480360642b6334d3e4cab29f29ee7101b6bf14c6cb28586ca922d002d2a69f
784,MLII/6 WPW/230m (14).mat,6 WPW,training,230,a573c049624deee35cae2688fe7831b1c14c0c51151ff6081f4ab6ca146ef1de
785,MLII/6 WPW/230m (15).mat,6 WPW,training,230,717884d9d44b896676c5f72d1559ede4f864e8528b3e61aad25a4add58e8e45c
786,MLII/6 WPW/230m (16).mat,6 WPW,training,230,2f8930364622a81d71ba50781ddad07659495c7528bd563f28ccbb8158648ae5
787,MLII/6 WPW/230m (17).mat,6 WPW,training,230,fc08e6014fee98d7cc1db9bfd755daf33782d22ad0bc8cde8337c36749d06228
788,MLII/6 WPW/230m (18).mat,6 WPW,training,230,59d78d2c6a231ab0d8aa0621247ac7599364ef78f1f7f7d66420c3798c3b5662
789,MLII/6 WPW/230m (19).mat,6 WPW,validation,230,a9788a8a24f63659c142d0e16f3b5aebe68c2a8edd8881a14be760b898b064f9
790,MLII/6 WPW/230m (2).mat,6 WPW,training,230,26d6d1b8d6921ccacba05695200133938661226db37b4d79aa0a91320aeaeefd
791,MLII/6 WPW/230m (20).mat,6 WPW,training,230,7bd359827e5b34f5f7004fd363d46be470a7ce009934063afbbc7d2667ade8ae
792,MLII/6 WPW/230m (3).mat,6 WPW,training,230,580ddd73d8b5c2c67963c2155c21fb0d5e6045785c3a2f422487d354d1e49ee6
793,MLII/6 WPW/230m (4).mat,6 WPW,validation,230,8a608ee097598e0921deef16ac93d9cc6cf10610af086e858a9b5957a6ac7bb4
794,MLII/6 WPW/230m (5).mat,6 WPW,validation,230,8f791d8e4474c9e662249cb7c7cc6d3f66fc0d9bdad168b4980e062bd38e9a0c
795,MLII/6 WPW/230m (6).mat,6 WPW,training,230,cd84e15b614e536e7188c2540e8403115610ebaa32d78d49acd1ccb3c7576871
796,MLII/6 WPW/230m (7).mat,6 WPW,training,230,c434fa7fee806ba1b82aa23ad9c64ad6ebca0bb1adda94a153f0bff4a85e759f
797,MLII/6 WPW/230m (8).mat,6 WPW,training,230,180f222f6911ec7192e8f43b44393734a18fda97a31e62c986e3d76dd8043e80
798,MLII/6 WPW/230m (9).mat,6 WPW,training,230,588b7e0b02964ac4c5f03c997917ed0ef2a05ece5782d9092a63c943f6086afc
799,MLII/7 PVC/100m (0).mat,7 PVC,training,100,d9f92fc557941395aeab1f960e5ca352754158e9893cada4f7b90a28c2100728
800,MLII/7 PVC/105m (0).mat,7 PVC,training,105,bd757fb1271bd971415901daa4a415fc69d0f464b6a7aa9801e865260822326d
801,MLII/7 PVC/105m (1).mat,7 PVC,training,105,9d53fc3823fffbd6d85ca86ed425684461ba88f40362b12c8f8025f1612167c2
802,MLII/7 PVC/105m (10).mat,7 PVC,validation,105,5d7844b27c1a71489a561c97a71845ea7a1e8cd63202dd17e52660f91f8626df
803,MLII/7 PVC/105m (11).mat,7 PVC,validation,105,6dc53501d45eb91a1aded9c5a36cbeabd1fc341e5a2506815887d54b95fef2cb
804,MLII/7 PVC/105m (12).mat,7 PVC,validation,105,113d3643ed67beb76b7d122526a282eb8ea305933fc53c1338e22f16009a6638
805,MLII/7 PVC/105m (13).mat,7 PVC,training,105,886c6d4901053d59a99c5404f89a0814c9a7a79052aaa742d5836c3a62bdf279
806,MLII/7 PVC/105m (2).mat,7 PVC,training,105,c1e17f00d446bae7908291acf2bf8327475a459eaf2ba3efe74954b784f8bed1
807,MLII/7 PVC/105m (3).mat,7 PVC,training,105,be7a817c307c89f99cb5ad4b73c48fb998884bf87f57093cb92d81b69c854bb4
808,MLII/7 PVC/105m (4).mat,7 PVC,validation,105,a214c41b8a75f393d0f0a45fa3fa740a62791b446f95e9e7d5e9b6d877d5c011
809,MLII/7 PVC/105m (5).mat,7 PVC,training,105,15495160188b3526f6718e101651793fc3bf849866c37a61daf3a74aaeb7412c
810,MLII/7 PVC/105m (6).mat,7 PVC,training,105,2dba616bcc4aeea27d15d12f1aa2f394e7f5707fe99208fe1d8a3514724f1ccc
811,MLII/7 PVC/105m (7).mat,7 PVC,training,105,9467ef623a112e45f3809c2dd5ab0c27c4b4e8cf9e277701b006c3ab79162e9f
812,MLII/7 PVC/105m (8).mat,7 PVC,training,105,b2144e1e73d86abbeb83ecc4f07b4125eefbc868c079bb3f655404a9d1ca7002
813,MLII/7 PVC/105m (9).mat,7 PVC,training,105,fa9d64ceef18a02b7ca982ca28b9e2615ab38ad206d39796f28517b65f1fe5bf
814,MLII/7 PVC/106m (0).mat,7 PVC,training,106,be707872d651bb5f2b6c32ccb8c1b8c2d3541091ffd0a606adc29d72b0af9000
815,MLII/7 PVC/106m (1).mat,7 PVC,validation,106,3ce302c0887f1b81ccf4e25d03dbb7e64884611b537754e9e7220fb04c269743
816,MLII/7 PVC/106m (10).mat,7 PVC,training,106,4af788aea9cb9380bf8ee16c3c9eb3f1a4ff594f62650a8bc5ea5aa7c5e3760a
817,MLII/7 PVC/106m (11).mat,7 PVC,training,106,871188bd676d2f7cf00647f13418fad51d77b7917e01646cf49f4d4e1d27d229
818,MLII/7 PVC/106m (12).mat,7 PVC,training,106,4de9a1cf884c24a62bc58d24e62a7f29f3dc6b3e8f97f157cb9e3212401ca163
819,MLII/7 PVC/106m (13).mat,7 PVC,training,106,2af6136f9defa33d3bd5921e3348d3a3b7d40040d31e80714e3b0683aa25f338
820,MLII/7 PVC/106m (14).mat,7 PVC,training,106,d6bec301d3fd741415ee5c766711ad1e68b49099b2e2cc65ec46cbc63ab2fde9
821,MLII/7 PVC/106m (2).mat,7 PVC,training,106,98bcf9ddff0296902d785b81bee93f31785a2d846c8d28639766b09b16764315
822,MLII/7 PVC/106m (3).mat,7 PVC,training,106,c855c5e767589a767b56f8742ca8a6feddc099b581a2ad80a971943c32ba37c1
823,MLII/7 PVC/106m (4).mat,7 PVC,training,106,e633df6c73fcc93113fbab98f64e78b211dac1b6ddc43559192a91a74984ffa8
824,MLII/7 PVC/106m (5).mat,7 PVC,training,106,e4c16525a1f08dfd7ebb10d57e62e3c04e87ee0c266fd8ed98094f15b1caff4b
825,MLII/7 PVC/106m (6).mat,7 PVC,training,106,43fc6d8802e5b618810d19a09d6e405020e8c8e313985d9b5ca579ec73364d7b
826,MLII/7 PVC/106m (7).mat,7 PVC,training,106,accad28e52754fae10937bce10e28b9e35745ac70c1966ce67eda785066429ff
827,MLII/7 PVC/106m (8).mat,7 PVC,validation,106,7f314e65526a595493a151cf5da4ee7eaf61c8ecb4f38d0dc63970a055d2dca4
828,MLII/7 PVC/106m (9).mat,7 PVC,validation,106,fec0912c82868be9297fc749974bb67afff9309785e6d74b4d5231619521fc13
829,MLII/7 PVC/108m (0).mat,7 PVC,training,108,5832812e0ee1d60d275c5990fd48fa0f686af64e93dde54474d5a3746dad17ae
830,MLII/7 PVC/108m (1).mat,7 PVC,training,108,20c1cfdd992d3d1da18ff9599955c6c73e900292d6cbab8decc9e0c6dfe2a283
831,MLII/7 PVC/108m (2).mat,7 PVC,training,108,9879ad19d52a40bc61e650f845fe455fdc713007b37d3029c71963c81e09a6a5
832,MLII/7 PVC/114m (0).mat,7 PVC,validation,114,5d307510cf1bf1d78007971883234640aeef51b99148a1b24a18749ebeba9a01
833,MLII/7 PVC/114m (1).mat,7 PVC,training,114,ff9f1036f7f760485865f603c6a218f6dfd6e8d3429140c87fa6efa16dc66391
834,MLII/7 PVC/114m (10).mat,7 PVC,training,114,35100246ebb1b6f865b868c8e051be47d744faab046123c0015659c94bd8b932
835,MLII/7 PVC/114m (11).mat,7 PVC,training,114,c443b4ff982d7aa0dc079f0c4dfc81f21c3e1ec1814d90fd1996dc82eecc6bea
836,MLII/7 PVC/114m (12).mat,7 PVC,training,114,0142f72278218245b828f268e902533a78a772efdb87edd9346762f6aec923a8
837,MLII/7 PVC/114m (13).mat,7 PVC,training,114,28fde31b604067c3629d6973afbb1f7ddcdbce27aa6430e5fa382cfcf8daa650
838,MLII/7 PVC/114m (14).mat,7 PVC,training,114,b20f0d3529d27b6256dcab879caf273c3b1760dac97f5634db0f8f6990f8ee05
839,MLII/7 PVC/114m (15).mat,7 PVC,training,114,d7b02d9d6a792a3b04c71820d9dcde88d41d6c32dc0ef412bdbb888b494841ab
840,MLII/7 PVC/114m (16).mat,7 PVC,training,114,0d8e2a0019ccf673f4ee81a9ace03fa9d209eb3b40a8640926f4e2f9c1d33bb1
841,MLII/7 PVC/114m (17).mat,7 PVC,training,114,6693d4545fa23dbab4152ac214cc62590606db8e311e67a9fe3dc3fd7beec34a
842,MLII/7 PVC/114m (18).mat,7 PVC,training,114,2e0920af958dc7bddabd53fcc6adbaf1768bff38f9fccd995e7e5167c9742cd7
843,MLII/7 PVC/114m (19).mat,7 PVC,training,114,44d8256dc2207dc765c6c346196cffbd90fde9bbbd229ec70d64ece69474015e
844,MLII/7 PVC/114m (2).mat,7 PVC,training,114,3f0960a6ac71cc68c012276faaad386d0fcb4022832097c5991d96cc2c7dae2f
845,MLII/7 PVC/114m (20).mat,7 PVC,training,114,09cb16628ec31f201e078da402f5a6033bcbf3e644920098d76f1f524d222a67
846,MLII/7 PVC/114m (21).mat,7 PVC,training,114,60c284442da60f9cec79fda5aa964a8d8a2df69b7af693d678e9e57a36c8d9d8
847,MLII/7 PVC/114m (22).mat,7 PVC,training,114,b52de9e5a5aefb0679e11e2fcc3ee86ae4e7ebfe84e3436a33c1aa0900faed6e
848,MLII/7 PVC/114m (23).mat,7 PVC,training,114,3cc63917561eac96651a55b3c24ba3133395659d9369c827ed16ab64bbfee328
849,MLII/7 PVC/114m (24).mat,7 PVC,validation,114,e0d075e8997960b7176f022ae498abcefd65ccfad87589c1b3cf484eab70cf9a
850,MLII/7 PVC/114m (25).mat,7 PVC,validation,114,c5f85b683af8947e6cd8acc07b83e8aca19c35e0de4a3d856eb8dfbccd3ef09c
851,MLII/7 PVC/114m (26).mat,7 PVC,validation,114,3c64e47f68c2776e7e0ecde5255eb1d31f8b2e8597cb8ff77a23b156689c8c12
852,MLII/7 PVC/114m (27).mat,7 PVC,training,114,d325d1cca0a19958d4543c76263f961ff9ec4f9a8002cfa0e7cb25fff66bee6f
853,MLII/7 PVC/114m (3).mat,7 PVC,training,114,d231733441951e0e0d0f665408504c4f8d7369282f8067d93a005b4ead825d75
854,MLII/7 PVC/114m (4).mat,7 PVC,validation,114,2432d752e2173c27e5fc2b6c1992eb848add9df57c60e670cb38aebbe0880fc2
855,MLII/7 PVC/114m (5).mat,7 PVC,training,114,737779fe2a74809c8f860612488ca21248ff423990541a5b3f6344d2a1e44a26
856,MLII/7 PVC/114m (6).mat,7 PVC,training,114,d93817228070a3b4e3ff18798b04800a9ae48a94f4d59fcc138a477edf4af943
857,MLII/7 PVC/114m (7).mat,7 PVC,training,114,412c5cb92d99365ba5cd7e086b05a66506ffb0a1435a17a1b9e6bc303ea54778
858,MLII/7 PVC/114m (8).mat,7 PVC,training,114,b518f3508a1054ff3849a564f34e7798f46c56f056238443de13e55834198a2e
859,MLII/7 PVC/114m (9).mat,7 PVC,training,114,90d34947c48e9c3f9d7e0869daf2da9552dce74769f227bf5d37403481c66e5c
860,MLII/7 PVC/116m (0).mat,7 PVC,training,116,4422ab0a623c9d2eb67d8fb759e65cab4cc49ae64229bb370741a27e6b37bbaf
861,MLII/7 PVC/116m (1).mat,7 PVC,training,116,6dff2dba4d1b4d2895f66e98e7842f1a3d9088295be6dcc90635ab52abc92912
862,MLII/7 PVC/116m (2).mat,7 PVC,training,116,80052a125c4d5daf4851924b9744ffd5f1527895c93df78ac80f4d63d665b15a
863,MLII/7 PVC/116m (3).mat,7 PVC,training,116,cb1b854abed592933f51b623665f10e9a23cf2f0a575b02e166aaf3afe439ef5
864,MLII/7 PVC/116m (4).mat,7 PVC,validation,116,0819d4b6c7b62345c17a4d995e343db6c18decf56238aa8bcf6660be3cf1691d
865,MLII/7 PVC/116m (5).mat,7 PVC,training,116,3b2f840641add3df0901a2593a1cee119570d0c29b6d877357cf5a325b0848b2
866,MLII/7 PVC/116m (6).mat,7 PVC,training,116,08cbd96a06ff5425d4c75690bb637b3f838cb7ba4bc579dd4e0f91f22fe901e5
867,MLII/7 PVC/123m (0).mat,7 PVC,validation,123,055f0360251b3f91ade49a65970ee27541aa159e4c40452695f8a6a31159b4a8
868,MLII/7 PVC/123m (1).mat,7 PVC,training,123,5734329224bcd6be5e9ed67a5a22ad84a45eeccb884f0fd844e429e6e1a8164e
869,MLII/7 PVC/201m (0).mat,7 PVC,training,201,d7269d3d45d61b56546bda131c397b5b923dd96ba8188fdf1b6b8e691b5e7888
870,MLII/7 PVC/201m (1).mat,7 PVC,training,201,8d01bb91055644b28fd6f1930149e0614f0a0fe7f371d8025f619999221be795
871,MLII/7 PVC/201m (2).mat,7 PVC,training,201,9363f47e5653d3a190d5b63b4fd52b715857228b751d5e0291b4906807e566c4
872,MLII/7 PVC/201m (3).mat,7 PVC,validation,201,d7edc628da3f258e5d799ca65d1cdd8ef95925ddf58ab7c195e25d26a6a9c280
873,MLII/7 PVC/201m (4).mat,7 PVC,training,201,dbdbe15e6b26ce8224d30f4648844f3712263325dc1c3f54a39620df9cdb5877
874,MLII/7 PVC/201m (5).mat,7 PVC,training,201,499bd3fa585f928927d1b625ed5a257f1fafc96000cc424894b2d9b611b8a5a7
875,MLII/7 PVC/202m (0).mat,7 PVC,validation,202,5f123be05d54a26381e0dfc33258eb9e13e7c9bf79314d67ee45a4f105e57516
876,MLII/7 PVC/202m (1).mat,7 PVC,training,202,19a145e1d2f44202fd7869908b17a58b9d4670915c47bbaeeada24214d68091c
877,MLII/7 PVC/202m (2).mat,7 PVC,validation,202,597ea9e792e8b2bd38b13b5e2bed9cdb32d932d33c60da35b852e5456b8bb6e7
878,MLII/7 PVC/202m (3).mat,7 PVC,training,202,8a4d533e6d1fb87188691f7a9a0448dc407400ff77dca08011248773bb2123f1
879,MLII/7 PVC/202m (4).mat,7 PVC,validation,202,46ed476c2732096a356ba2a3d4406a85ca14c7529bd813ec77a4bdcac957f988
880,MLII/7 PVC/202m (5).mat,7 PVC,training,202,496cc39946f5bad8eb54d2d3fe28b7e1d1ed54a04269f19641675b8b8365ded3
881,MLII/7 PVC/209m (0).mat,7 PVC,training,209,6a7e25c9d230d427bbd6c10ecc6021ee1b4fa9a7d7b683dd94476346fa66cc2c
882,MLII/7 PVC/213m (0).mat,7 PVC,validation,213,f759739497fb1806c8ac58ea4c89a436126abc040197b638a0290cb4a38d38b1
883,MLII/7 PVC/213m (1).mat,7 PVC,training,213,9838777c62ce082d79c61ef353297d154f5780e7dbf3ad52acc93c6dd1376618
884,MLII/7 PVC/213m (2).mat,7 PVC,training,213,a448b7f54b5baa276e7ffffa392f49f259d1714e7d9a753a390984050b83bf4c
885,MLII/7 PVC/213m (3).mat,7 PVC,training,213,29f99e5d75c8aa96e5277a399b35e2e5cb9f496a11d8fcfe4069e1b3b27d213e
886,MLII/7 PVC/215m (0).mat,7 PVC,validation,215,e92c38d76ec16dbfb20aff4fb8018fa5c483af37cc17b4e7e0cb9a49b0419f3c
887,MLII/7 PVC/215m (1).mat,7 PVC,training,215,864ac615c8bc2a338ab14e43f97f9cd8fdafe4962b609340bf3288e48c9cb71a
888,MLII/7 PVC/215m (2).mat,7 PVC,training,215,e7a3efd9bd379031ff1a5faa8085d66b7eb99a831efdd7567f24a8fbb37a739c
889,MLII/7 PVC/215m (3).mat,7 PVC,validation,215,690a99821528fd2f2e22d9d08a3d35817ca39056c5ec99ee34fabd40f637c422
890,MLII/7 PVC/215m (4).mat,7 PVC,training,215,7551c47733c29d70e1c62a6afe01ccf4533e7f1415dfd9358e037bd57b109267
891,MLII/7 PVC/215m (5).mat,7 PVC,training,215,d9ea605e27985a287928cafec8bd7ea7672eabea07ab3973a17900b49e346cd4
892,MLII/7 PVC/215m (6).mat,7 PVC,training,215,7390ad65a39e038e81f95c60c94a3778c6a3f7b73ccbba9a3b64be97c9104367
893,MLII/7 PVC/215m (7).mat,7 PVC,training,215,2fad833af1507e8f4a8a9f585f4f505fb25c3f9f640cb01bc85832547dbff314
894,MLII/7 PVC/215m (8).mat,7 PVC,training,215,6137d564822bb09720dd3fc8bc472f5a95e479dd6e0fa0292040309fcad93b05
895,MLII/7 PVC/215m (9).mat,7 PVC,training,215,e70ccff383030691e9bff056ee309b5e5ba572a025e1bdfc31a970334c76692d
896,MLII/7 PVC/228m (0).mat,7 PVC,training,228,1a02e6aa4832ee7fe7c2cae9d7a78b543ab4d1759fea000ad38069d283ddf971
897,MLII/7 PVC/228m (1).mat,7 PVC,training,228,8c3624dd2777e96673819c757e1d4d6b0cf143d66f8c8cbd7f5dd15994e3ac41
898,MLII/7 PVC/228m (2).mat,7 PVC,training,228,4203319c720773f92b6e36a085d7255195fcc3d379fcbd87392e6abe98ddc24b
899,MLII/7 PVC/228m (3).mat,7 PVC,training,228,942105cefe2fe29593429e59e0b2dd6a3e169cacea8f66e075bd49e6a7f0d133
900,MLII/7 PVC/228m (4).mat,7 PVC,training,228,efd825f53648699f7aaa7802bac3b7177fa3349afe4cc8c06c7714608bc187c3
901,MLII/7 PVC/228m (5).mat,7 PVC,training,228,f47adc24b64b719b3d67d12f2d51a2d381120d3cc3b38735795f10d4b3a95f4d
902,MLII/7 PVC/233m (0).mat,7 PVC,training,233,c6d95ee137540b7d64dd3c515a05dba2268a5e4267bd634d734e2ad57c8ff861
903,MLII/7 PVC/233m (1).mat,7 PVC,training,233,fd943c6156abccec68c00c313951dab8b49bfe3165aee0bc801f6d201e09b625
904,MLII/7 PVC/233m (10).mat,7 PVC,validation,233,c19567e0b0f903d1e1576e3dc31aa79ad542b52be7ed144abbbe7985d0d3df9a
905,MLII/7 PVC/233m (11).mat,7 PVC,validation,233,99d3fa8a836328a7845f7c2d6d21751585a64ada0835a9475ecc9084cd094ca0
906,MLII/7 PVC/233m (12).mat,7 PVC,training,233,3f972a832ac2ab50c0c7b6673f3b60bd44b00a1a6e137153678e11883e8c9116
907,MLII/7 PVC/233m (13).mat,7 PVC,training,233,5437c381aed117d94fe09cc8009e081a1543bf18ef9595b745328d4d481863f8
908,MLII/7 PVC/233m (14).mat,7 PVC,training,233,5437c381aed117d94fe09cc8009e081a1543bf18ef9595b745328d4d481863f8
909,MLII/7 PVC/233m (15).mat,7 PVC,training,233,ccb559adc805d07e38e723cef9b063d6d5c9bad6b12e2ffa88615b61cac443fc
910,MLII/7 PVC/233m (16).mat,7 PVC,training,233,cdf166e11fa746c542097444cb46f3facaec9ea205960296aa2f28954143ff6c
911,MLII/7 PVC/233m (17).mat,7 PVC,training,233,7e96ee0db39fab162752fcfbfefe956402f9c25e1da65a20415c3a0de0900247
912,MLII/7 PVC/233m (18).mat,7 PVC,training,233,acba4710f131c77d951a478e0893c432a511961416939f891bbf9a0d408eba1f
913,MLII/7 PVC/233m (19).mat,7 PVC,training,233,6c35a9ce53dfc428f60568d6be7ab98357dc19aa84dda180bb4d09d8cc88d8c5
914,MLII/7 PVC/233m (2).mat,7 PVC,training,233,4485c63fab2089fb32c62fd5d3587ed529b2d7ff99816cd5d69d6fecbae234a4
915,MLII/7 PVC/233m (20).mat,7 PVC,training,233,4cb14fc8677a2e58c26158cd444b84d527ccc89767f0fac3808b799ac5c7f92f
916,MLII/7 PVC/233m (21).mat,7 PVC,training,233,fc96165bfbea377b9110a21843956897add53eed4bbdaf55fc9dcd3eb425c0ac
917,MLII/7 PVC/233m (22).mat,7 PVC,validation,233,36e000fa7ab4123141fadc75b90a99c7d2dd60003213eebc93731c3e8fe446a9
918,MLII/7 PVC/233m (23).mat,7 PVC,training,233,993d40041c10af46a3a36caa258fa90dcb705cedd95b036f41337466f2ade457
919,MLII/7 PVC/233m (24).mat,7 PVC,training,233,f05b24fff745ce33a0055f7eb926a6077a1fd8ae8638db75c519bb1eb7e28dab
920,MLII/7 PVC/233m (25).mat,7 PVC,training,233,b9bd06572bf0eafe0d44ba942bc537ccc6f210180eaa882d2d4819bffdd99a82
921,MLII/7 PVC/233m (26).mat,7 PVC,training,233,5b3f4d3ea8702a163eaccee172f2c5ee423286446b9ba86d837878073428091d
922,MLII/7 PVC/233m (27).mat,7 PVC,training,233,96555249f6d1e297467afc4dbbdc28284c7e68c0ea6ae4595ed2598eba3458a6
923,MLII/7 PVC/233m (28).mat,7 PVC,training,233,0e1452eaef39cd8c93e09ab0cc9d95b849ec84902726aa419d7cd9c174ec4b05
924,MLII/7 PVC/233m (29).mat,7 PVC,training,233,23a833f6194d4ec363540b0111625aa1d7f43c3917bd7c5a8d3566d38eeb849c
925,MLII/7 PVC/233m (3).mat,7 PVC,training,233,a36af32e90740c8218f9e441d616eb21537e43b3a8ce4abb352e778284869342
926,MLII/7 PVC/233m (4).mat,7 PVC,validation,233,fde6de610718bc1dc29fc5771d2d754c7bf5edf707ce0eb4d17dab78790bd4d4
927,MLII/7 PVC/233m (5).mat,7 PVC,training,233,c77fa635d875f278ff2b6f1100a25435f9d0d8c82cf27fab5f7a0ef0eb3a023d
928,MLII/7 PVC/233m (6).mat,7 PVC,training,233,7a0e776740f6ea4ca21bb3108b925957067e2f83823a2f05298b74fdfd03e1ba
929,MLII/7 PVC/233m (7).mat,7 PVC,training,233,3571aa7830bbc965410624020f66e6da4fc8d2b93812833373c9918a638ffc02
930,MLII/7 PVC/233m (8).mat,7 PVC,training,233,bfbf7ec38ecfe36c313d11904faa4e3f47aff8b0ce3429e31302e63b3b858391
931,MLII/7 PVC/233m (9).mat,7 PVC,validation,233,f1ca5ad0afbcbca02b112da759deb9aaac0c7444ece7ccb1c3d8d03d910823b8
932,MLII/8 Bigeminy/106m (0).mat,8 Bigeminy,training,106,3ac81c68252f986c0f2d1a6786aa93a88203892ce85f90b76012d800561d9955
933,MLII/8 Bigeminy/106m (1).mat,8 Bigeminy,training,106,3df634861c265ea022def8fb5250e04beb5fe9a8981f9629c9a4c1f9844b0f91
934,MLII/8 Bigeminy/106m (10).mat,8 Bigeminy,training,106,ddeb7611b594bd37cd1ca0c97b289ec1d244f93bbac7ca0a1da9b72ffbf6558b
935,MLII/8 Bigeminy/106m (11).mat,8 Bigeminy,validation,106,8aa86cb2b502ccbee1cddadbaec8f81dcd57c4c8dfc1e996159cba0a485c4c44
936,MLII/8 Bigeminy/106m (12).mat,8 Bigeminy,training,106,ef0ed1f66a2c17bc55f5d17cd4c03d13ac6c54e08159957db09dd68af6ad49aa
937,MLII/8 Bigeminy/106m (13).mat,8 Bigeminy,validation,106,e63e80090c3ffc0e274a3598b2fe42b8e4acb8cba35a858b3252267541dc49d3
938,MLII/8 Bigeminy/106m (14).mat,8 Bigeminy,training,106,b2ea21bb2edfc3c6b997ddd7af671e011d26935b8b65525af2d233c0136963e9
939,MLII/8 Bigeminy/106m (15).mat,8 Bigeminy,training,106,cdd92b9d478326c1fd93571d73d05a63be1a4dd2981c2183d3dd6e74737cd39b
940,MLII/8 Bigeminy/106m (16).mat,8 Bigeminy,training,106,f290b03caec7c94852cac569664928fd9bb4b33537b2f6d82eb0c0e542603ef1
